route,tier,score,constraint_adjusted_score,rank,selected,selected_stop_count,top_city_stop_count,sla_pair_count,budget_cost,hard_blocker_count,claim_blocker_count,constraint_debt_cost_m,lifecycle_debt_cost_m,constraint_penalty_score,top_constraint_classes,constraint_ledger_artifact,decision,reason,selected_stops,top_city_stops,sla_pairs
I170,T4,16.1,16.1,345,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I787,T4,16.1,16.1,346,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US5,T4,16.1,16.1,347,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I238,T4,15.9,15.9,348,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I35E,T4,15.7,15.7,349,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I785,T4,15.7,15.7,350,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US218,T4,15.7,15.7,351,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US522,T4,15.7,15.7,352,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US141,T4,15.2,15.2,353,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US431,T4,15.2,15.2,354,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I394,T4,15.0,15.0,355,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I11,T4,14.9,14.9,356,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I189,T4,14.7,14.7,357,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US183,T4,14.7,14.7,358,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US340,T4,14.7,14.7,359,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I980,T4,14.6,14.6,360,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US283,T4,14.6,14.6,361,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I485,T4,14.5,14.5,362,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I393,T4,13.9,13.9,363,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US123,T4,13.7,13.7,364,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US175,T4,13.7,13.7,365,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US280,T4,13.5,13.5,366,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US151,T4,13.4,13.4,367,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US37,T4,13.1,13.1,368,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US189,T4,13.0,13.0,369,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I794,T4,12.9,12.9,370,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I894,T4,12.4,12.4,371,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US276,T4,12.3,12.3,372,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US129,T4,11.5,11.5,373,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I35W,T4,11.4,11.4,374,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US176,T4,10.8,10.8,375,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I1,T4,10.3,10.3,376,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US441,T4,10.3,10.3,377,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US401,T4,10.1,10.1,378,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US3,T4,9.9,9.9,379,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US31E,T4,9.2,9.2,380,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US275,T4,9.0,9.0,381,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US56,T4,8.6,8.6,382,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US400,T4,8.4,8.4,383,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I3,T4,8.2,8.2,384,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
US8,T4,6.8,6.8,385,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
I201,T4,5.8,5.8,386,false,0,0,0,0,0,0,0.00,0.00,0.00,none,,reject-tier,not-t1-score-band,,,
