proof_intake_id,source_access_id,proof_review_id,proof_artifact_id,acquisition_id,queue_id,route,zone_id,required_artifact_fields,required_contact_statement,proof_artifact,proof_status,proof_blocker,blocker_claims_before,blocker_claims_after,claim_blocker_delta,next_artifact,validation_status
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESI115,T4CONTACT-T3GREATLAKES-I115,I-115,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4CONTACT-T3TEXASBORDER-US281,US281,t3-texas-border,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4CONTACT-T3SOUTHEAST-US301,US301,t3-southeast,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4CONTACT-T3GREATLAKES-US31,US31,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4CONTACT-T3GREATLAKES-US35,US35,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4CONTACT-T3GREATLAKES-US41,US41,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4CONTACT-T3GREATLAKES-US42,US42,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4CONTACT-T3MIDSOUTH-US421,US421,t3-mid-south,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4CONTACT-T3SOUTHEAST-US45E,US45E,t3-southeast,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4CONTACT-T3SOUTHEAST-US45W,US45W,t3-southeast,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4CONTACT-T3MIDSOUTH-US66,US66,t3-mid-south,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4CONTACT-T3GREATLAKES-US7,US7,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4CONTACT-T3GREATLAKES-US74,US74,t3-great-lakes,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4CONTACT-T3MOUNTAINWEST-US76,US76,t3-mountain-west,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4CONTACT-T3SOUTHEAST-US82,US82,t3-southeast,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4CONTACT-T3SOUTHEAST-US84,US84,t3-southeast,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4CONTACT-T3MOUNTAINWEST-US87,US87,t3-mountain-west,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4CONTACT-T3SOUTHEAST-US90Z,US90Z,t3-southeast,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS95,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS95,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS95,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS95,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS95,T4CONTACT-T3MOUNTAINWEST-US95,US95,t3-mountain-west,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS96,T4ACCESSSOURCE-T4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS96,T4ACCESSREVIEWPROOF-T4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS96,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS96,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS96,T4CONTACT-T3TEXASBORDER-US96,US96,t3-texas-border,source title; source url or cached artifact; capture date; route; terminal; connector,non-seed source statement that the route provides route-to-terminal contact,source-needed,source-needed,manual or cached non-seed terminal-access proof artifact has not been captured or reviewed,map;publication;upgrade,map;publication;upgrade,0,data/t4-terminal-access-proof-artifacts.csv,review
