attachment_review_id,artifact_attachment_id,source_capture_id,proof_intake_id,proof_artifact_id,acquisition_id,queue_id,route,zone_id,source_artifact_reference,review_decision,evidence_review_status,proof_acceptance_status,optimization_return_status,review_reason,blocker_claims_before,blocker_claims_after,claim_blocker_delta,next_artifact,validation_status
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS270,T4CONTACT-T3MIDSOUTH-US270,US270,t3-mid-south,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS278,T4CONTACT-T3SOUTHEAST-US278,US278,t3-southeast,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3TEXASBORDERUS281,T4CONTACT-T3TEXASBORDER-US281,US281,t3-texas-border,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS301,T4CONTACT-T3SOUTHEAST-US301,US301,t3-southeast,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS31,T4CONTACT-T3GREATLAKES-US31,US31,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS35,T4CONTACT-T3GREATLAKES-US35,US35,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS41,T4CONTACT-T3GREATLAKES-US41,US41,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS42,T4CONTACT-T3GREATLAKES-US42,US42,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS421,T4CONTACT-T3MIDSOUTH-US421,US421,t3-mid-south,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45E,T4CONTACT-T3SOUTHEAST-US45E,US45E,t3-southeast,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS45W,T4CONTACT-T3SOUTHEAST-US45W,US45W,t3-southeast,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MIDSOUTHUS66,T4CONTACT-T3MIDSOUTH-US66,US66,t3-mid-south,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS7,T4CONTACT-T3GREATLAKES-US7,US7,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3GREATLAKESUS74,T4CONTACT-T3GREATLAKES-US74,US74,t3-great-lakes,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS76,T4CONTACT-T3MOUNTAINWEST-US76,US76,t3-mountain-west,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS82,T4CONTACT-T3SOUTHEAST-US82,US82,t3-southeast,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS84,T4CONTACT-T3SOUTHEAST-US84,US84,t3-southeast,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3MOUNTAINWESTUS87,T4CONTACT-T3MOUNTAINWEST-US87,US87,t3-mountain-west,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
T4ACCESSATTACHREVIEW-T4ACCESSATTACHT4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4ACCESSATTACH-T4ACCESSCAPTURET4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4ACCESSCAPTURE-T4ACCESSINTAKET4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4ACCESSINTAKE-T4ACCESSSOURCET4ACCESSREVIEWPROOFT4ACCESSARTIFACTT4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4ACCESSARTIFACT-T4ACCESSACQT4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4ACCESSACQ-T4ACCESSREVIEWT4CONTACTT3SOUTHEASTUS90Z,T4CONTACT-T3SOUTHEAST-US90Z,US90Z,t3-southeast,source-needed,held-no-source-artifact,not-reviewed,not-accepted,return-to-optimizer-held-known,proof artifact attachment remains source-needed; terminal-access proof cannot be accepted,map;publication;upgrade,map;publication;upgrade,0,data/optimizer-residual-blocker-backlog.csv,review
